row_id,true_label,predicted_label,confidence,local_explanation_json,attack_stage,risk_score,recommended_action,llm_prompt
28,BENIGN,BENIGN,0.930555455621212,"[{""feature"": ""Destination Port"", ""value"": 51254.0, ""shap_value"": 0.05377002611291286, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 397.0, ""shap_value"": 0.019731525867582818, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.01664791573924461, ""effect"": ""supports predicted class""}, {""feature"": ""ACK Flag Count"", ""value"": 1.0, ""shap_value"": 0.016239585081459607, ""effect"": ""supports predicted class""}, {""feature"": ""Flow Bytes/s"", ""value"": 0.0, ""shap_value"": 0.010444737074107278, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 0.9306
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Destination Port = 51254.0000, SHAP contribution = 0.053770, effect = supports predicted class
2. Init_Win_bytes_backward = 397.0000, SHAP contribution = 0.019732, effect = supports predicted class
3. PSH Flag Count = 0.0000, SHAP contribution = 0.016648, effect = supports predicted class
4. ACK Flag Count = 1.0000, SHAP contribution = 0.016240, effect = supports predicted class
5. Flow Bytes/s = 0.0000, SHAP contribution = 0.010445, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
29,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 195.0, ""shap_value"": 0.024261935011948024, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013156513768382623, ""effect"": ""opposes predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.012754861123895154, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 98.4, ""shap_value"": 0.012384357276742452, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 390.0, ""shap_value"": 0.012300294247622787, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Bwd Packet Length Min = 195.0000, SHAP contribution = 0.024262, effect = supports predicted class
2. Destination Port = 53.0000, SHAP contribution = -0.013157, effect = opposes predicted class
3. Init_Win_bytes_forward = -1.0000, SHAP contribution = 0.012755, effect = supports predicted class
4. Packet Length Mean = 98.4000, SHAP contribution = 0.012384, effect = supports predicted class
5. Subflow Bwd Bytes = 390.0000, SHAP contribution = 0.012300, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
30,PortScan,PortScan,1.0,"[{""feature"": ""PSH Flag Count"", ""value"": 1.0, ""shap_value"": 0.0671045327763171, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 29200.0, ""shap_value"": 0.05399226945101331, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 40.0, ""shap_value"": 0.04264652587508886, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 6.0, ""shap_value"": 0.03825815376308867, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Header Length"", ""value"": 20.0, ""shap_value"": 0.036196057757162066, ""effect"": ""supports predicted class""}]",Reconnaissance,3.0,Alert SOC Analyst,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: PortScan
Prediction confidence: 1.0000
Mapped attack stage: Reconnaissance
Risk score: 3.0
Recommended action: Alert SOC Analyst

Instance-level local explanation:
1. PSH Flag Count = 1.0000, SHAP contribution = 0.067105, effect = supports predicted class
2. Init_Win_bytes_forward = 29200.0000, SHAP contribution = 0.053992, effect = supports predicted class
3. min_seg_size_forward = 40.0000, SHAP contribution = 0.042647, effect = supports predicted class
4. Bwd Packet Length Min = 6.0000, SHAP contribution = 0.038258, effect = supports predicted class
5. Bwd Header Length = 20.0000, SHAP contribution = 0.036196, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
31,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 127.0, ""shap_value"": 0.02414805177954577, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.015560325127630437, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.013993296374135867, ""effect"": ""supports predicted class""}, {""feature"": ""Average Packet Size"", ""value"": 125.5, ""shap_value"": 0.013670249625675509, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013294057744639551, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Bwd Packet Length Min = 127.0000, SHAP contribution = 0.024148, effect = supports predicted class
2. Init_Win_bytes_forward = -1.0000, SHAP contribution = 0.015560, effect = supports predicted class
3. PSH Flag Count = 0.0000, SHAP contribution = 0.013993, effect = supports predicted class
4. Average Packet Size = 125.5000, SHAP contribution = 0.013670, effect = supports predicted class
5. Destination Port = 53.0000, SHAP contribution = -0.013294, effect = opposes predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
32,DDoS,DDoS,1.0,"[{""feature"": ""Subflow Bwd Bytes"", ""value"": 11607.0, ""shap_value"": 0.08181234799576259, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 7215.0, ""shap_value"": 0.05621750226861494, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 229.0, ""shap_value"": 0.05021570714202475, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.04912758097824482, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Std"", ""value"": 3327.769794, ""shap_value"": 0.04863684759697435, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: DDoS
Prediction confidence: 1.0000
Mapped attack stage: Impact / Availability Attack
Risk score: 7.0
Recommended action: Block Source IP

Instance-level local explanation:
1. Subflow Bwd Bytes = 11607.0000, SHAP contribution = 0.081812, effect = supports predicted class
2. Bwd Packet Length Max = 7215.0000, SHAP contribution = 0.056218, effect = supports predicted class
3. Init_Win_bytes_backward = 229.0000, SHAP contribution = 0.050216, effect = supports predicted class
4. min_seg_size_forward = 20.0000, SHAP contribution = 0.049128, effect = supports predicted class
5. Bwd Packet Length Std = 3327.7698, SHAP contribution = 0.048637, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
33,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.038743233080047165, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 6.0, ""shap_value"": 0.014749668556905817, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.012439573967054543, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 0.0, ""shap_value"": 0.011625865912598598, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 6.0, ""shap_value"": 0.010486800957298002, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Destination Port = 443.0000, SHAP contribution = 0.038743, effect = supports predicted class
2. Bwd Packet Length Min = 6.0000, SHAP contribution = 0.014750, effect = supports predicted class
3. PSH Flag Count = 0.0000, SHAP contribution = 0.012440, effect = supports predicted class
4. Init_Win_bytes_forward = 0.0000, SHAP contribution = 0.011626, effect = supports predicted class
5. Packet Length Mean = 6.0000, SHAP contribution = 0.010487, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
34,DoS Hulk,DoS Hulk,1.0,"[{""feature"": ""Bwd Packet Length Std"", ""value"": 2046.673464, ""shap_value"": 0.059506705744441744, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 5792.0, ""shap_value"": 0.04793058939838545, ""effect"": ""supports predicted class""}, {""feature"": ""Avg Bwd Segment Size"", ""value"": 1449.375, ""shap_value"": 0.04645356392396664, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 235.0, ""shap_value"": 0.042279348804574395, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Mean"", ""value"": 1449.375, ""shap_value"": 0.03965793532711075, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: DoS Hulk
Prediction confidence: 1.0000
Mapped attack stage: Impact / Availability Attack
Risk score: 7.0
Recommended action: Block Source IP

Instance-level local explanation:
1. Bwd Packet Length Std = 2046.6735, SHAP contribution = 0.059507, effect = supports predicted class
2. Bwd Packet Length Max = 5792.0000, SHAP contribution = 0.047931, effect = supports predicted class
3. Avg Bwd Segment Size = 1449.3750, SHAP contribution = 0.046454, effect = supports predicted class
4. Init_Win_bytes_backward = 235.0000, SHAP contribution = 0.042279, effect = supports predicted class
5. Bwd Packet Length Mean = 1449.3750, SHAP contribution = 0.039658, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
35,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 40679.0, ""shap_value"": 0.026406505459520745, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 835.0, ""shap_value"": 0.018691134977262606, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.01322997010512836, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 6.0, ""shap_value"": 0.012326539777309336, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 131.0, ""shap_value"": 0.010884019752210747, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Destination Port = 40679.0000, SHAP contribution = 0.026407, effect = supports predicted class
2. Init_Win_bytes_backward = 835.0000, SHAP contribution = 0.018691, effect = supports predicted class
3. PSH Flag Count = 0.0000, SHAP contribution = 0.013230, effect = supports predicted class
4. Bwd Packet Length Min = 6.0000, SHAP contribution = 0.012327, effect = supports predicted class
5. Init_Win_bytes_forward = 131.0000, SHAP contribution = 0.010884, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
36,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 69.0, ""shap_value"": 0.020296101117392027, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.01448920347447327, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 138.0, ""shap_value"": 0.013555967862564557, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 52.2, ""shap_value"": 0.013361875312556766, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.012843344032932196, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Bwd Packet Length Min = 69.0000, SHAP contribution = 0.020296, effect = supports predicted class
2. Init_Win_bytes_forward = -1.0000, SHAP contribution = 0.014489, effect = supports predicted class
3. Subflow Bwd Bytes = 138.0000, SHAP contribution = 0.013556, effect = supports predicted class
4. Packet Length Mean = 52.2000, SHAP contribution = 0.013362, effect = supports predicted class
5. Destination Port = 53.0000, SHAP contribution = -0.012843, effect = opposes predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
37,BENIGN,BENIGN,0.9999224179076112,"[{""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.0286031874410342, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.01520609862727401, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.0148512331589437, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.011287978255780047, ""effect"": ""supports predicted class""}, {""feature"": ""ACK Flag Count"", ""value"": 1.0, ""shap_value"": 0.010937582329886482, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 0.9999
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Destination Port = 443.0000, SHAP contribution = 0.028603, effect = supports predicted class
2. PSH Flag Count = 0.0000, SHAP contribution = 0.015206, effect = supports predicted class
3. min_seg_size_forward = 20.0000, SHAP contribution = 0.014851, effect = supports predicted class
4. Bwd Packet Length Max = 0.0000, SHAP contribution = 0.011288, effect = supports predicted class
5. ACK Flag Count = 1.0000, SHAP contribution = 0.010938, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
38,BENIGN,BENIGN,0.9947547812454784,"[{""feature"": ""Init_Win_bytes_forward"", ""value"": 63502.0, ""shap_value"": 0.03673261684128846, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.031897586828424605, ""effect"": ""supports predicted class""}, {""feature"": ""ACK Flag Count"", ""value"": 1.0, ""shap_value"": 0.022442152707320702, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.012452366184667198, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.010692849259877733, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 0.9948
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Init_Win_bytes_forward = 63502.0000, SHAP contribution = 0.036733, effect = supports predicted class
2. Destination Port = 443.0000, SHAP contribution = 0.031898, effect = supports predicted class
3. ACK Flag Count = 1.0000, SHAP contribution = 0.022442, effect = supports predicted class
4. PSH Flag Count = 0.0000, SHAP contribution = 0.012452, effect = supports predicted class
5. Bwd Packet Length Max = 0.0000, SHAP contribution = 0.010693, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
39,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 59.0, ""shap_value"": 0.0249157300668935, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.015569437965730843, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.01345228417121262, ""effect"": ""opposes predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 59.0, ""shap_value"": 0.012954766257469146, ""effect"": ""supports predicted class""}, {""feature"": ""Average Packet Size"", ""value"": 72.5, ""shap_value"": 0.012300189179242223, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Bwd Packet Length Min = 59.0000, SHAP contribution = 0.024916, effect = supports predicted class
2. Init_Win_bytes_forward = -1.0000, SHAP contribution = 0.015569, effect = supports predicted class
3. Destination Port = 53.0000, SHAP contribution = -0.013452, effect = opposes predicted class
4. Subflow Bwd Bytes = 59.0000, SHAP contribution = 0.012955, effect = supports predicted class
5. Average Packet Size = 72.5000, SHAP contribution = 0.012300, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
40,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 53289.0, ""shap_value"": 0.038601887519135535, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.014191401627335622, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.013846063021476028, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.01356396492650811, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 0.0, ""shap_value"": 0.010647944560987525, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Destination Port = 53289.0000, SHAP contribution = 0.038602, effect = supports predicted class
2. min_seg_size_forward = 20.0000, SHAP contribution = 0.014191, effect = supports predicted class
3. Bwd Packet Length Max = 0.0000, SHAP contribution = 0.013846, effect = supports predicted class
4. PSH Flag Count = 0.0000, SHAP contribution = 0.013564, effect = supports predicted class
5. Bwd Packet Length Min = 0.0000, SHAP contribution = 0.010648, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
41,PortScan,PortScan,0.9999831660338112,"[{""feature"": ""PSH Flag Count"", ""value"": 1.0, ""shap_value"": 0.06496203959003459, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Mean"", ""value"": 2.0, ""shap_value"": 0.0440146899844687, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Fwd Bytes"", ""value"": 2.0, ""shap_value"": 0.0399425028558813, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 6.0, ""shap_value"": 0.03438858201905546, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 3.333333333, ""shap_value"": 0.0323570310521488, ""effect"": ""supports predicted class""}]",Reconnaissance,3.0,Alert SOC Analyst,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: PortScan
Prediction confidence: 1.0000
Mapped attack stage: Reconnaissance
Risk score: 3.0
Recommended action: Alert SOC Analyst

Instance-level local explanation:
1. PSH Flag Count = 1.0000, SHAP contribution = 0.064962, effect = supports predicted class
2. Fwd Packet Length Mean = 2.0000, SHAP contribution = 0.044015, effect = supports predicted class
3. Subflow Fwd Bytes = 2.0000, SHAP contribution = 0.039943, effect = supports predicted class
4. Bwd Packet Length Min = 6.0000, SHAP contribution = 0.034389, effect = supports predicted class
5. Packet Length Mean = 3.3333, SHAP contribution = 0.032357, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
42,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 465.0, ""shap_value"": 0.029375756195102843, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.013176232922064485, ""effect"": ""supports predicted class""}, {""feature"": ""Max Packet Length"", ""value"": 37.0, ""shap_value"": 0.013050258070509812, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 24.66666667, ""shap_value"": 0.012295151443856298, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.011681374003065343, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Destination Port = 465.0000, SHAP contribution = 0.029376, effect = supports predicted class
2. PSH Flag Count = 0.0000, SHAP contribution = 0.013176, effect = supports predicted class
3. Max Packet Length = 37.0000, SHAP contribution = 0.013050, effect = supports predicted class
4. Packet Length Mean = 24.6667, SHAP contribution = 0.012295, effect = supports predicted class
5. Bwd Packet Length Max = 0.0000, SHAP contribution = 0.011681, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
43,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 57.0, ""shap_value"": 0.02462000495798975, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013251439280502835, ""effect"": ""opposes predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.01314808966560392, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 47.4, ""shap_value"": 0.012705892544912008, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 114.0, ""shap_value"": 0.012407582715552508, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Bwd Packet Length Min = 57.0000, SHAP contribution = 0.024620, effect = supports predicted class
2. Destination Port = 53.0000, SHAP contribution = -0.013251, effect = opposes predicted class
3. Init_Win_bytes_forward = -1.0000, SHAP contribution = 0.013148, effect = supports predicted class
4. Packet Length Mean = 47.4000, SHAP contribution = 0.012706, effect = supports predicted class
5. Subflow Bwd Bytes = 114.0000, SHAP contribution = 0.012408, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
44,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 114.0, ""shap_value"": 0.018939415227778228, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.014819727957092254, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 228.0, ""shap_value"": 0.013420691949588672, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 75.6, ""shap_value"": 0.013102817243074227, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.011949776378871419, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor,"You are a SOC analyst assistant. Generate an incident report using ONLY the evidence below.

Do not invent IP addresses, hostnames, malware names, users, tools, or attack details.
Do not mention any feature that is not listed in the local evidence.

Evidence:
Predicted IDS label: BENIGN
Prediction confidence: 1.0000
Mapped attack stage: Normal
Risk score: 0.0
Recommended action: Monitor

Instance-level local explanation:
1. Bwd Packet Length Min = 114.0000, SHAP contribution = 0.018939, effect = supports predicted class
2. Init_Win_bytes_forward = -1.0000, SHAP contribution = 0.014820, effect = supports predicted class
3. Subflow Bwd Bytes = 228.0000, SHAP contribution = 0.013421, effect = supports predicted class
4. Packet Length Mean = 75.6000, SHAP contribution = 0.013103, effect = supports predicted class
5. PSH Flag Count = 0.0000, SHAP contribution = 0.011950, effect = supports predicted class

Write the report using these headings:
1. Incident Summary
2. Recommended Response
3. Supporting Evidence
4. Risk Interpretation
5. Analyst Verification Steps"
