event_id,configuration_id,prompt_version,generation_status,generation_error,true_label_evaluation_only,classification_correct_evaluation_only,report_text,input_tokens,output_tokens,generation_seconds,tokens_per_second,reached_token_limit,report_words
UNSW-OFFICIAL-2840,A2_constrained_no_shap,2.0,success,,Analysis,False,"### SOC Report

#### Prediction Summary
The predicted attack class is a Denial of Service (DoS) attack.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
Risk Score: 2.1546
Policy Zone: Alert
Recommended Action: Raise a SOC alert and enrich the event context.

#### Recommended Action
Human Review: Required
Human Review Confidence Threshold: 0.7
Reason: Detector confidence below the fixed 0.70 threshold.

#### Limitations
The recommended action is based on the provided evidence, which does not include any local feature data. This limits the accuracy of the risk assessment and the effectiveness of the recommended action.",352,144,4.942897589000495,29.132709591322584,False,102
UNSW-OFFICIAL-2842,A2_constrained_no_shap,2.0,success,,DoS,True,"### SOC Report

#### Prediction Summary
The predicted attack class is a Denial of Service (DoS) attack.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
Risk Score: 2.1546
Policy Zone: Alert
Recommended Action: Raise a SOC alert and enrich the event context.

#### Recommended Action
Human Review: Required
Human Review Confidence Threshold: 0.7
Reason: Detector confidence below the fixed 0.70 threshold.

#### Limitations
The recommended action is based on the provided evidence, which does not include any local feature data. This limits the accuracy of the risk assessment and the effectiveness of the recommended action.",352,144,5.89080488899981,24.44487683998808,False,102
UNSW-OFFICIAL-2854,A2_constrained_no_shap,2.0,success,,Worms,False,"### SOC Report

#### Prediction Summary
The predicted label is ""Generic,"" with a confidence of 0.3215. The attack is classified as Exploitation, and the risk score is 2.0898. The policy zone is ""Alert,"" and the recommended action is to raise a SOC alert and enrich the event context.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
The attack is classified as Exploitation, which poses a moderate risk. The policy zone is set to ""Alert,"" indicating that an alert should be raised to notify the security team.

#### Recommended Action
To mitigate the risk, the recommended action is to raise a SOC alert and enrich the event context. This action is based on the low confidence of the detection, which is below the fixed threshold of 0.70.

#### Human Review
Human review is required due to the low detector confidence below the fixed threshold of 0.70.

#### Limitations
The lack of local feature evidence prevents a more detailed analysis of the attack's characteristics or context.",351,225,7.643688957999984,29.43604864566239,False,171
UNSW-OFFICIAL-2866,A2_constrained_no_shap,2.0,success,,Exploits,False,"### SOC Report

#### Prediction Summary
The predicted attack class is a Backdoor, with a confidence of 31.81%.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
Risk Score: 2.5451
Policy Zone: Alert
Recommended Action: Raise a SOC alert and enrich the event context.

#### Recommended Action
Human Review: Required
Human Review Confidence Threshold: 0.7
Reason: Detector confidence below the fixed 0.70 threshold.

#### Limitations
The recommended action is based on a low confidence score (31.81%) and a risk score of 2.5451, which indicates a moderate risk. The lack of local feature evidence makes it challenging to provide more specific details or recommendations.",352,166,6.54973711599996,25.344528652071936,False,109
UNSW-OFFICIAL-2899,A2_constrained_no_shap,2.0,success,,Shellcode,False,"### SOC Report

#### Prediction Summary
The predicted attack class is **Reconnaissance** with a confidence of **0.3208**.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
**Risk Score:** 0.9625  
**Policy Zone:** Monitor  
**Recommended Action:** Log the event and continue monitoring.  
**Human Review:** Required, with a confidence threshold of 0.7.

#### Recommended Action
Log the event and continue monitoring.

#### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

#### Limitations
The provided evidence does not include any local feature data, which limits the accuracy of the prediction.",350,153,5.347534918000747,28.6113138756654,False,100
UNSW-OFFICIAL-2905,A2_constrained_no_shap,2.0,success,,Fuzzers,False,"### SOC Report

#### Prediction Summary
The predicted attack class is a Backdoor, with a confidence of 46.04%. The attack is at the Command and Control stage, and the risk score is 3.6833.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
The attack is classified as a high-risk event, and it falls under the Alert policy zone. The recommended action is to raise a SOC alert and enrich the event context.

#### Recommended Action
Raise a SOC alert and enrich the event context.

#### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

#### Limitations
The provided evidence does not include any local feature data, which limits the accuracy of the prediction.",350,164,6.239251273999798,26.285205194959953,False,126
UNSW-OFFICIAL-2942,A2_constrained_no_shap,2.0,success,,Fuzzers,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted attack class is a Denial of Service (DoS) attack.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
Risk Score: 1.9258
Policy Zone: Monitor
Recommended Action: Log the event and continue monitoring.

#### Recommended Action
Log the event and continue monitoring.

#### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

#### Limitations
The report is based on the provided evidence, which does not include local feature data.",347,127,4.536761465999916,27.993537009115997,False,90
UNSW-OFFICIAL-3205,A2_constrained_no_shap,2.0,success,,DoS,False,"### SOC Report

#### Prediction Summary
The predicted attack class is a Backdoor, with a confidence of 27.74%.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
Risk Score: 2.22
Policy Zone: Alert
Recommended Action: Raise a SOC alert and enrich the event context.

#### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

#### Limitations
The provided evidence does not include any local feature data, which limits the accuracy of the prediction.",352,120,4.250484729999698,28.23207413334444,False,86
UNSW-OFFICIAL-3580,A2_constrained_no_shap,2.0,success,,Shellcode,False,"### SOC Report

#### Prediction Summary
The predicted label is ""Exploits,"" with a confidence of 0.4123355341592046 and an uncertainty score of 0.5876644658407955. The predicted stage is ""Exploitation,"" and the risk score is 2.6802. The policy zone is ""Alert,"" and the recommended action is to raise a SOC alert and enrich the event context.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
The risk score indicates a moderate risk, with the policy zone set to ""Alert."" The recommended action is to raise a SOC alert and enrich the event context.

#### Recommended Action
Raise a SOC alert and enrich the event context.

#### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

#### Limitations
The provided evidence does not include local feature data, which is necessary for making accurate predictions.",353,220,8.55080506900049,25.728571546739282,False,143
UNSW-OFFICIAL-3606,A2_constrained_no_shap,2.0,success,,Shellcode,True,"### SOC Report

**Prediction Summary:** The predicted attack class is Shellcode, with a confidence of 28.67%.

**Evidence:** No local feature evidence was supplied in this configuration.

**Risk and Policy:** The risk score is 2.44, and the policy zone is Alert. The recommended action is to raise a SOC alert and enrich the event context.

**Recommended Action:** Raise a SOC alert and enrich the event context.

**Human Review:** Human review is required due to the detector confidence below the fixed 0.70 threshold.

**Limitations:** The provided evidence does not include any local feature data, which limits the accuracy of the prediction.",350,138,4.831990255999699,28.559660241170942,False,99
UNSW-OFFICIAL-3778,A2_constrained_no_shap,2.0,success,,Reconnaissance,False,"### Evidence-Grounded SOC Report

**Prediction Summary:** Analysis

**Evidence:** No local feature evidence was supplied in this configuration.

**Risk and Policy:** 
- **Risk Score:** 1.1374
- **Policy Zone:** Monitor

**Recommended Action:** Log the event and continue monitoring.

**Human Review:** 
- **Required:** Yes
- **Confidence Threshold:** 0.70
- **Reason:** Detector confidence below the fixed 0.70 threshold.

**Limitations:** The provided evidence does not include any specific features or attack behaviors that could be used to refine the prediction or improve the detection accuracy.",348,133,5.426970853000057,24.50722578074598,False,80
UNSW-OFFICIAL-3979,A2_constrained_no_shap,2.0,success,,Reconnaissance,True,"### SOC Report

#### Prediction Summary
The predicted attack class is **Reconnaissance** with a confidence of **95.17%**.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
**Risk Score:** 2.8552
**Policy Zone:** Alert
**Recommended Action:** Raise a SOC alert and enrich the event context.

#### Recommended Action
**Human Review:** Not required.

#### Limitations
The recommended action is based on the provided evidence, which does not include any local feature data. Therefore, the human review is not mandatory.",348,125,4.293195520000154,29.11584143272271,False,82
UNSW-OFFICIAL-4165,A2_constrained_no_shap,2.0,success,,Analysis,False,"### SOC Report

#### Prediction Summary
The predicted attack class is a Backdoor, with a confidence of 46.97%.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
Risk Score: 3.7576
Policy Zone: Alert
Recommended Action: Raise a SOC alert and enrich the event context.

#### Recommended Action
Human Review: Required
Human Review Confidence Threshold: 0.7
Reason: Detector confidence below the fixed 0.70 threshold.

#### Limitations
The recommended action is based on a high confidence prediction (46.97%) and a risk score of 3.7576, which indicates a moderate risk. However, the lack of local feature evidence means that the specific details of the attack, such as the backdoor's behavior or the command and control infrastructure, are not available for further analysis. This limits the ability to provide more detailed recommendations or to refine the risk assessment.",352,203,7.352420606000123,27.609954718087927,False,140
UNSW-OFFICIAL-4195,A2_constrained_no_shap,2.0,success,,Fuzzers,False,"### SOC Report

#### Prediction Summary
The predicted attack class is a Backdoor, with a confidence of 52.18%.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
Risk Score: 4.1745
Policy Zone: Alert
Recommended Action: Raise a SOC alert and enrich the event context.

#### Recommended Action
Human Review: Required
Human Review Confidence Threshold: 0.7
Reason: Detector confidence below the fixed 0.70 threshold.

#### Limitations
The recommended action is based on a high confidence prediction (52.18%) and a risk score of 4.1745, which indicates a moderate risk. However, the lack of local feature evidence means that the specific details of the attack, such as the backdoor's behavior or the command and control infrastructure, are not available for further analysis. This limits the ability to provide more detailed recommendations or to refine the risk assessment.",353,203,7.353561595999963,27.60567071477632,False,140
UNSW-OFFICIAL-4263,A2_constrained_no_shap,2.0,success,,Worms,True,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted attack class is Worms, with a confidence of 34.0003% and an uncertainty score of 65.9997%. The attack is classified as Advanced Intrusion at the predicted stage.

#### Risk and Policy
The risk score is 2.89, indicating a moderate risk. The attack is categorized under the policy zone ""Alert,"" requiring immediate attention.

#### Recommended Action
A SOC alert should be raised, and the event context should be enriched to provide more details about the worm activity. The recommended action is to raise a SOC alert and enrich the event context.

#### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

#### Limitations
No local feature evidence was supplied in this configuration.",351,174,6.443314158000248,27.00473634115068,False,126
UNSW-OFFICIAL-4309,A2_constrained_no_shap,2.0,success,,Analysis,False,"### SOC Report

#### Prediction Summary
The predicted attack class is a Backdoor, with a confidence of 34.73%.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
Risk Score: 2.7781
Policy Zone: Alert
Recommended Action: Raise a SOC alert and enrich the event context.

#### Recommended Action
Human Review: Required
Human Review Confidence Threshold: 0.7
Reason: Detector confidence below the fixed 0.70 threshold.

#### Limitations
The recommended action is based on a low confidence score (34.73%) and a risk score of 2.7781, which indicates a moderate risk. The lack of local feature evidence makes it challenging to provide more specific details or recommendations.",352,166,6.130842126000061,27.0762150759056,False,109
UNSW-OFFICIAL-4395,A2_constrained_no_shap,2.0,success,,Exploits,True,"### SOC Report

#### Prediction Summary
The predicted label is ""Exploits,"" with a confidence of 74.86% and an uncertainty score of 25.14%. The predicted stage is ""Exploitation,"" and the risk score is 4.87.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
**Risk Score:** 4.8657  
**Policy Zone:** Alert  
**Recommended Action:** Raise a SOC alert and enrich the event context.  
**Human Review:** Not required, as the confidence threshold is below 70%.

#### Recommended Action
Raise a SOC alert and enrich the event context.

#### Human Review
Not required, as the confidence threshold is below 70%.

#### Limitations
The provided evidence does not include any local feature data, which is necessary for making a more informed prediction.",347,185,6.600488764000147,28.028227395675916,False,121
UNSW-OFFICIAL-4466,A2_constrained_no_shap,2.0,success,,Reconnaissance,False,"### SOC Report

#### Prediction Summary
The predicted attack class is a Backdoor, with a confidence of 39.74%.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
Risk Score: 3.18
Policy Zone: Alert
Recommended Action: Raise a SOC alert and enrich the event context.

#### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

#### Limitations
The provided evidence does not include any local feature data, which limits the accuracy of the prediction.",352,120,4.757297801999812,25.224403641402468,False,86
UNSW-OFFICIAL-4496,A2_constrained_no_shap,2.0,success,,Exploits,False,"### SOC Report

#### Prediction Summary
The predicted attack class is a Backdoor, with a confidence of 31.92%. The attack is at the Command and Control stage, and the risk score is 2.554.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
The attack is classified as a high-risk event, and it falls under the Alert policy zone. The recommended action is to raise a SOC alert and enrich the event context.

#### Recommended Action
Raise a SOC alert and enrich the event context.

#### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

#### Limitations
The provided evidence does not include any local feature data, which limits the accuracy of the prediction.",351,163,5.5568562519993066,29.33313236982765,False,126
UNSW-OFFICIAL-4719,A2_constrained_no_shap,2.0,success,,Exploits,True,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is ""Exploits,"" with a confidence of 0.7878. The predicted stage is ""Exploitation,"" and the risk score is 5.1207. The policy zone is ""Block,"" and the recommended action is to ""Block the suspected source and initiate investigation.""

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
The risk score indicates a high risk, and the policy zone mandates that the source be blocked. The recommended action is to block the suspected source and initiate an investigation.

#### Recommended Action
Block the suspected source and initiate investigation.

#### Human Review
Human review is not required as the confidence threshold is not met.

#### Limitations
The provided evidence does not include any local feature data, which is necessary for making a more informed decision.",346,182,7.106720306999705,25.60956279941686,False,137
UNSW-OFFICIAL-4748,A2_constrained_no_shap,2.0,success,,Shellcode,True,"### Evidence-Grounded SOC Report

**Prediction Summary:** The predicted attack class is Shellcode, with a high confidence of 96.53%. The attack is classified as Advanced Intrusion, and the risk score is 8.2054.

**Evidence:** No local feature evidence was supplied in this configuration.

**Risk and Policy:** The recommended action is to isolate the affected asset and escalate to incident response. This recommendation is based on the high risk score and the policy zone of Isolation.

**Recommended Action:** Isolate the affected asset and escalate to incident response.

**Human Review:** No mandatory confidence-based referral is required.

**Limitations:** The provided evidence does not include any local feature data, which limits the accuracy of the prediction.",349,154,5.295601193000039,29.080739728581534,False,110
UNSW-OFFICIAL-4896,A2_constrained_no_shap,2.0,success,,Exploits,True,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is ""Exploits,"" with a confidence of 84.24%. The predicted stage is ""Exploitation,"" and the risk score is 5.4757.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
The policy zone is ""Block,"" and the recommended action is to ""Block the suspected source and initiate investigation.""

#### Recommended Action
Block the suspected source and initiate investigation.

#### Human Review
Human review is not required, as the confidence threshold is not met (0.7).

#### Limitations
The provided evidence does not include any local feature data, which is necessary for making a more informed decision.",346,153,5.852595603999362,26.142247022064485,False,108
UNSW-OFFICIAL-5208,A2_constrained_no_shap,2.0,success,,DoS,False,"### SOC Report

#### Prediction Summary
The predicted attack class is a Backdoor, with a confidence of 53.33%.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
Risk Score: 4.2664
Policy Zone: Alert
Recommended Action: Raise a SOC alert and enrich the event context.

#### Recommended Action
Human Review: Required
Human Review Confidence Threshold: 0.7
Reason: Detector confidence below the fixed 0.70 threshold.

#### Limitations
The recommended action is based on a high confidence prediction (53.33%) and a risk score of 4.2664, which indicates a moderate risk. However, the lack of local feature evidence means that the specific details of the attack, such as the backdoor's behavior or the command and control infrastructure, are not fully captured. This limits the ability to provide precise remediation steps or additional context for human review.",352,202,7.2211189439995,27.973504046468452,False,138
UNSW-OFFICIAL-5249,A2_constrained_no_shap,2.0,success,,Exploits,False,"### SOC Report

#### Prediction Summary
The predicted attack class is a Backdoor, with a confidence of 32.64%.

#### Evidence
No local feature evidence was supplied in this configuration.

#### Risk and Policy
Risk Score: 2.6114
Policy Zone: Alert
Recommended Action: Raise a SOC alert and enrich the event context.

#### Recommended Action
Human Review: Required
Human Review Confidence Threshold: 0.7
Reason: Detector confidence below the fixed 0.70 threshold.

#### Limitations
The recommended action is based on a low confidence score (32.64%) and a risk score of 2.6114, which indicates a moderate risk. The lack of local feature evidence makes it challenging to provide more specific details or recommendations.",352,166,6.300205604999974,26.348346452099747,False,109
