event_id,configuration_id,source_configuration_id,prompt_version,generation_status,true_label_evaluation_only,classification_correct_evaluation_only,raw_a3_report_text,report_text,verifier_mode,verifier_fallback_triggered,report_words,raw_headings_exactly_once,raw_heading_order_correct,raw_structural_pass,raw_evidence_bullet_count,raw_five_evidence_bullets,raw_shap_mentions,raw_all_five_shap_mentions,raw_direction_mentions,raw_all_five_directions,raw_additional_title_present,raw_reached_token_limit,raw_missing_headings,a4_all_sections_present,a4_heading_order_correct,a4_heading_counts_correct,a4_evidence_bullet_count,a4_evidence_contract_passed,a4_quality_gate_passed
UNSW-OFFICIAL-4165,A4_verified_full,A3_constrained_full,2.0,verified,Analysis,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Backdoor** with a confidence of **0.4697** and an uncertainty score of **0.5303**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **ct_src_ltm**: **12** (supports predicted class)
2. **proto_udp**: **0.0** (supports predicted class)
3. **sbytes**: **200** (supports predicted class)
4. **ct_dst_sport_ltm**: **2** (supports predicted class)
5. **ct_srv_dst**: **5** (supports predicted class)

#### Risk and Policy
- **Stage**: Command and Control
- **Risk Score**: 3.7576
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence. It does not include additional attack behavior, causes, impacts, IP addresses, hostnames, CVEs, malware, tools, or any remediation steps.","Prediction Summary
The detector predicted Backdoor with confidence 0.4697 and uncertainty 0.5303.

Evidence
1. ct_src_ltm: observed value=12; SHAP value=0.059324; direction=supports predicted class.
2. proto_udp: observed value=0; SHAP value=0.026405; direction=supports predicted class.
3. sbytes: observed value=200; SHAP value=0.022035; direction=supports predicted class.
4. ct_dst_sport_ltm: observed value=2; SHAP value=0.021109; direction=supports predicted class.
5. ct_srv_dst: observed value=5; SHAP value=0.019401; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 3.7576, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,True,129,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-4195,A4_verified_full,A3_constrained_full,2.0,verified,Fuzzers,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Backdoor** with a confidence of **0.5218** and an uncertainty score of **0.4782**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **ct_src_ltm**: **10** (supports predicted class)
2. **proto_udp**: **0** (supports predicted class)
3. **ct_dst_sport_ltm**: **2** (supports predicted class)
4. **sbytes**: **200** (supports predicted class)
5. **ct_dst_src_ltm**: **5** (supports predicted class)

#### Risk and Policy
- **Stage**: Command and Control
- **Risk Score**: 4.1745
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence.","Prediction Summary
The detector predicted Backdoor with confidence 0.5218 and uncertainty 0.4782.

Evidence
1. ct_src_ltm: observed value=10; SHAP value=0.083918; direction=supports predicted class.
2. proto_udp: observed value=0; SHAP value=0.029177; direction=supports predicted class.
3. ct_dst_sport_ltm: observed value=2; SHAP value=0.026149; direction=supports predicted class.
4. sbytes: observed value=200; SHAP value=0.022997; direction=supports predicted class.
5. ct_dst_src_ltm: observed value=5; SHAP value=0.021030; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 4.1745, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,True,129,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-4263,A4_verified_full,A3_constrained_full,2.0,verified,Worms,True,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Worms** with a confidence of **0.34** and an uncertainty score of **0.66**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **smean**: **1025** (supports predicted class)
2. **sbytes**: **2050** (supports predicted class)
3. **proto_udp**: **1.0** (supports predicted class)
4. **ct_dst_ltm**: **1.0** (opposes predicted class)
5. **sload**: **1.36667e+09** (supports predicted class)

#### Risk and Policy
- **Stage**: Advanced Intrusion
- **Risk Score**: 2.89
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence. It does not include additional attack behavior, causes, impacts, IP addresses, hostnames, CVEs, malware, tools, or any remediation steps.","Prediction Summary
The detector predicted Worms with confidence 0.3400 and uncertainty 0.6600.

Evidence
1. smean: observed value=1025; SHAP value=0.068827; direction=supports predicted class.
2. sbytes: observed value=2050; SHAP value=0.053061; direction=supports predicted class.
3. proto_udp: observed value=1; SHAP value=0.023004; direction=supports predicted class.
4. ct_dst_ltm: observed value=1; SHAP value=-0.020963; direction=opposes predicted class.
5. sload: observed value=1366666624; SHAP value=0.019142; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Advanced Intrusion. The confidence-weighted risk score is 2.8900, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,True,128,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-4309,A4_verified_full,A3_constrained_full,2.0,verified,Analysis,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Backdoor** with a confidence of **0.347** and an uncertainty score of **0.653**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **Protocol is not udp** (Observed Value: 0.0, SHAP Value: 0.03576, Direction: supports predicted class)
2. **Protocol = any** (Observed Value: 1.0, SHAP Value: 0.02672, Direction: supports predicted class)
3. **sbytes = 200** (Observed Value: 200.0, SHAP Value: 0.01963, Direction: supports predicted class)
4. **ct_srv_dst = 6** (Observed Value: 6.0, SHAP Value: 0.01602, Direction: supports predicted class)
5. **ct_dst_src_ltm = 6** (Observed Value: 6.0, SHAP Value: 0.01592, Direction: supports predicted class)

#### Risk and Policy
- **Stage**: Command and Control
- **Risk Score**: 2.7781
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence.","Prediction Summary
The detector predicted Backdoor with confidence 0.3473 and uncertainty 0.6527.

Evidence
1. proto_udp: observed value=0; SHAP value=0.035764; direction=supports predicted class.
2. proto_any: observed value=1; SHAP value=0.026722; direction=supports predicted class.
3. sbytes: observed value=200; SHAP value=0.019626; direction=supports predicted class.
4. ct_srv_dst: observed value=6; SHAP value=0.016017; direction=supports predicted class.
5. ct_dst_src_ltm: observed value=6; SHAP value=0.015918; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 2.7781, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,False,129,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-4395,A4_verified_full,A3_constrained_full,2.0,verified,Exploits,True,"### Evidence-Grounded SOC Report

**Prediction Summary:**
The predicted label is ""Exploits"" with a confidence of 74.86% and an uncertainty score of 25.14%. The recommended action is to raise a SOC alert and enrich the event context.

**Evidence:**
1. **sbytes**: sbytes = 1970 (supports predicted class)
2. **service_-**: An application service is identified (supports predicted class)
3. **smean**: smean = 141 (supports predicted class)
4. **dmean**: dmean = 66 (supports predicted class)
5. **dloss**: dloss = 4 (supports predicted class)

**Risk and Policy:**
The risk score is 4.8657, and the policy zone is ""Alert"". The recommended action is to raise a SOC alert and enrich the event context.

**Recommended Action:**
Raise a SOC alert and enrich the event context.

**Human Review:**
No mandatory confidence-based referral is required.

**Limitations:**
The report is limited to the detector and supplied SHAP evidence.","Prediction Summary
The detector predicted Exploits with confidence 0.7486 and uncertainty 0.2514.

Evidence
1. sbytes: observed value=1970; SHAP value=0.054505; direction=supports predicted class.
2. service_-: observed value=0; SHAP value=0.045858; direction=supports predicted class.
3. smean: observed value=141; SHAP value=0.042716; direction=supports predicted class.
4. dmean: observed value=66; SHAP value=0.038185; direction=supports predicted class.
5. dloss: observed value=4; SHAP value=0.037461; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 4.8657, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
No mandatory confidence-based referral.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,True,124,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-4466,A4_verified_full,A3_constrained_full,2.0,verified,Reconnaissance,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Backdoor** with a confidence of **0.397** and an uncertainty score of **0.603**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **ct_src_ltm**: ct_src_ltm = 19, SHAP value = 0.029, direction = supports predicted class
2. **proto_wb-expak**: Protocol = wb-expak, SHAP value = 0.025, direction = supports predicted class
3. **proto_udp**: Protocol is not udp, SHAP value = 0.025, direction = supports predicted class
4. **sbytes**: sbytes = 200, SHAP value = 0.019, direction = supports predicted class
5. **ct_dst_sport_ltm**: ct_dst_sport_ltm = 2, SHAP value = 0.016, direction = supports predicted class

#### Risk and Policy
- **Stage**: Command and Control
- **Risk Score**: 3.1788
- **Policy Zone**: Alert
- **Recommended Action**: Raise a SOC alert and enrich the event context

#### Human Review
- **Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
This report is limited to the detector and supplied SHAP evidence.","Prediction Summary
The detector predicted Backdoor with confidence 0.3974 and uncertainty 0.6026.

Evidence
1. ct_src_ltm: observed value=19; SHAP value=0.029359; direction=supports predicted class.
2. proto_wb-expak: observed value=1; SHAP value=0.025115; direction=supports predicted class.
3. proto_udp: observed value=0; SHAP value=0.024862; direction=supports predicted class.
4. sbytes: observed value=200; SHAP value=0.019687; direction=supports predicted class.
5. ct_dst_sport_ltm: observed value=2; SHAP value=0.016185; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 3.1788, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,True,129,False,False,False,5,True,5,True,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-4496,A4_verified_full,A3_constrained_full,2.0,verified,Exploits,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Backdoor** with a confidence of **0.319** and an uncertainty score of **0.681**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **Protocol is not UDP** (SHAP value: 0.0316, direction: supports predicted class)
2. **sbytes = 200** (SHAP value: 0.0192, direction: supports predicted class)
3. **Protocol = nsfnet-igp** (SHAP value: 0.0189, direction: supports predicted class)
4. **ct_dst_src_ltm = 4** (SHAP value: 0.0157, direction: supports predicted class)
5. **ct_srv_dst = 4** (SHAP value: 0.0115, direction: supports predicted class)

#### Risk and Policy
- **Stage**: Command and Control
- **Risk Score**: 2.554
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence. It does not include additional attack behavior, causes, impacts, IP addresses, hostnames, CVEs, malware, tools, or any other remediation details.","Prediction Summary
The detector predicted Backdoor with confidence 0.3192 and uncertainty 0.6808.

Evidence
1. proto_udp: observed value=0; SHAP value=0.031649; direction=supports predicted class.
2. sbytes: observed value=200; SHAP value=0.019213; direction=supports predicted class.
3. proto_nsfnet-igp: observed value=1; SHAP value=0.018855; direction=supports predicted class.
4. ct_dst_src_ltm: observed value=4; SHAP value=0.015678; direction=supports predicted class.
5. ct_srv_dst: observed value=4; SHAP value=0.011458; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 2.5540, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,False,129,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-4719,A4_verified_full,A3_constrained_full,2.0,verified,Exploits,True,"### SOC Report

#### Prediction Summary
The predicted label is ""Exploits"" with a confidence of 0.7878 and an uncertainty score of 0.2122. The recommended action is to ""Block the suspected source and initiate investigation.""

#### Evidence
1. **sbytes**: 11680 (supports predicted class)
2. **smean**: 730 (supports predicted class)
3. **dmean**: 162 (supports predicted class)
4. **sload**: 246992.25 (supports predicted class)
5. **dloss**: 2 (supports predicted class)

#### Risk and Policy
- **Stage**: Exploitation
- **Risk Score**: 5.1207
- **Policy Zone**: Block

#### Recommended Action
- **Recommended Action**: Block the suspected source and initiate investigation.

#### Human Review
- **Human Review Required**: No
- **Confidence Threshold**: 0.7
- **Reason**: No mandatory confidence-based referral.

#### Limitations
- The report is limited to the detector and supplied SHAP evidence.","Prediction Summary
The detector predicted Exploits with confidence 0.7878 and uncertainty 0.2122.

Evidence
1. sbytes: observed value=11680; SHAP value=0.060612; direction=supports predicted class.
2. smean: observed value=730; SHAP value=0.043851; direction=supports predicted class.
3. dmean: observed value=162; SHAP value=0.039461; direction=supports predicted class.
4. sload: observed value=246992.25; SHAP value=0.036728; direction=supports predicted class.
5. dloss: observed value=2; SHAP value=0.029203; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 5.1207, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,True,122,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-4748,A4_verified_full,A3_constrained_full,2.0,verified,Shellcode,True,"### Evidence-Grounded SOC Report

**Prediction Summary:**
The predicted label is ""Shellcode,"" with a confidence of 0.9653 and an uncertainty score of 0.0346. The predicted stage is ""Advanced Intrusion,"" and the risk score is 8.2054.

**Evidence:**
1. **Protocol = udp** (Supports predicted class)
2. **smean = 172** (Supports predicted class)
3. **sbytes = 344** (Supports predicted class)
4. **ct_dst_src_ltm = 1** (Supports predicted class)
5. **ct_dst_sport_ltm = 1** (Supports predicted class)

**Risk and Policy:**
The recommended action is to ""Isolate the affected asset and escalate to incident response."" The policy zone is ""Isolation,"" and the risk score is 8.2054.

**Recommended Action:**
Isolate the affected asset and escalate to incident response.

**Human Review:**
No mandatory confidence-based referral is required.

**Limitations:**
This report is limited to the detector and supplied SHAP evidence.","Prediction Summary
The detector predicted Shellcode with confidence 0.9653 and uncertainty 0.0347.

Evidence
1. proto_udp: observed value=1; SHAP value=0.117500; direction=supports predicted class.
2. smean: observed value=172; SHAP value=0.109636; direction=supports predicted class.
3. sbytes: observed value=344; SHAP value=0.099791; direction=supports predicted class.
4. ct_dst_src_ltm: observed value=1; SHAP value=0.064431; direction=supports predicted class.
5. ct_dst_sport_ltm: observed value=1; SHAP value=0.040184; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Advanced Intrusion. The confidence-weighted risk score is 8.2054, corresponding to the Isolation policy zone.

Recommended Action
Isolate the affected asset and escalate to incident response.

Human Review
No mandatory confidence-based referral.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,True,125,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-4896,A4_verified_full,A3_constrained_full,2.0,verified,Exploits,True,"### SOC Report

#### Prediction Summary
The predicted label is ""Exploits"" with a confidence of 84.24% and an uncertainty score of 15.76%. The recommended action is to block the suspected source and initiate investigation.

#### Evidence
1. **sbytes**: 2270 (supports predicted class)
2. **smean**: 227 (supports predicted class)
3. **sload**: 81110.5 (supports predicted class)
4. **rate**: 74.44 (supports predicted class)
5. **tcprtt**: 0.0523 (supports predicted class)

#### Risk and Policy
- **Stage**: Exploitation
- **Risk Score**: 5.48
- **Policy Zone**: Block

#### Recommended Action
- **Recommended Action**: Block the suspected source and initiate investigation.

#### Human Review
- **Human Review Required**: No
- **Confidence Threshold**: 0.7
- **Reason**: No mandatory confidence-based referral.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence.","Prediction Summary
The detector predicted Exploits with confidence 0.8424 and uncertainty 0.1576.

Evidence
1. sbytes: observed value=2270; SHAP value=0.111847; direction=supports predicted class.
2. smean: observed value=227; SHAP value=0.106076; direction=supports predicted class.
3. sload: observed value=81110.46094; SHAP value=0.077092; direction=supports predicted class.
4. rate: observed value=74.44058228; SHAP value=0.031246; direction=supports predicted class.
5. tcprtt: observed value=0.0523269996; SHAP value=0.028279; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 5.4757, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,True,122,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-5208,A4_verified_full,A3_constrained_full,2.0,verified,DoS,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Backdoor** with a confidence of **0.533** and an uncertainty score of **0.467**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **ct_src_ltm**: **11** (supports predicted class)
2. **ct_dst_sport_ltm**: **2** (supports predicted class)
3. **proto_udp**: **0.0** (supports predicted class)
4. **ct_dst_src_ltm**: **2** (supports predicted class)
5. **proto_unas**: **1.0** (supports predicted class)

#### Risk and Policy
- **Stage**: Command and Control
- **Risk Score**: 4.2664
- **Policy Zone**: Alert
- **Recommended Action**: Raise a SOC alert and enrich the event context

#### Human Review
- **Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
This report is limited to the detector and supplied SHAP evidence.","Prediction Summary
The detector predicted Backdoor with confidence 0.5333 and uncertainty 0.4667.

Evidence
1. ct_src_ltm: observed value=11; SHAP value=0.073017; direction=supports predicted class.
2. ct_dst_sport_ltm: observed value=2; SHAP value=0.030366; direction=supports predicted class.
3. proto_udp: observed value=0; SHAP value=0.027312; direction=supports predicted class.
4. ct_dst_src_ltm: observed value=2; SHAP value=0.025885; direction=supports predicted class.
5. proto_unas: observed value=1; SHAP value=0.024593; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 4.2664, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,True,129,False,False,False,5,True,0,False,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-5249,A4_verified_full,A3_constrained_full,2.0,verified,Exploits,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Backdoor** with a confidence of **0.326** and an uncertainty score of **0.674**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **Protocol is not UDP** (Supports Predicted Class): The protocol is not UDP, which is a characteristic of backdoor attacks.
2. **sbytes = 200** (Supports Predicted Class): The size of the data transferred is 200 bytes, which is a typical characteristic of backdoor traffic.
3. **ct_dst_src_ltm = 5** (Supports Predicted Class): The destination traffic is from a specific source, which is a common pattern in backdoor communications.
4. **ct_srv_dst = 5** (Supports Predicted Class): The server destination is also from a specific source, indicating a backdoor connection.
5. **ct_dst_ltm = 2** (Supports Predicted Class): The destination traffic is from a specific destination, which is another characteristic of backdoor traffic.

#### Risk and Policy
- **Stage**: Command and Control
- **Risk Score**: 2.6114
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Decision**: Required
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: The report is limited to the detector and supplied SHAP evidence. It does not include additional attack behavior, causes, impacts, IP addresses, hostnames, CVEs, malware, tools, or any other remediation details.","Prediction Summary
The detector predicted Backdoor with confidence 0.3264 and uncertainty 0.6736.

Evidence
1. proto_udp: observed value=0; SHAP value=0.021339; direction=supports predicted class.
2. sbytes: observed value=200; SHAP value=0.015896; direction=supports predicted class.
3. ct_dst_src_ltm: observed value=5; SHAP value=0.014529; direction=supports predicted class.
4. ct_srv_dst: observed value=5; SHAP value=0.009983; direction=supports predicted class.
5. ct_dst_ltm: observed value=2; SHAP value=0.009923; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 2.6114, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,True,129,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-5298,A4_verified_full,A3_constrained_full,2.0,verified,Worms,True,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Worms** with a confidence of **0.489** and an uncertainty score of **0.511**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **sbytes**: **1302** (supports predicted class)
2. **smean**: **130** (supports predicted class)
3. **service_-**: **An application service is identified** (supports predicted class)
4. **tcprtt**: **0.239** (opposes predicted class)
5. **service_http**: **Service = http** (supports predicted class)

#### Risk and Policy
- **Stage**: Advanced Intrusion
- **Risk Score**: 4.1603
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence.","Prediction Summary
The detector predicted Worms with confidence 0.4895 and uncertainty 0.5105.

Evidence
1. sbytes: observed value=1302; SHAP value=0.086364; direction=supports predicted class.
2. smean: observed value=130; SHAP value=0.051034; direction=supports predicted class.
3. service_-: observed value=0; SHAP value=0.047716; direction=supports predicted class.
4. tcprtt: observed value=0.2393669933; SHAP value=-0.043152; direction=opposes predicted class.
5. service_http: observed value=1; SHAP value=0.040530; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Advanced Intrusion. The confidence-weighted risk score is 4.1603, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,True,128,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-5355,A4_verified_full,A3_constrained_full,2.0,verified,DoS,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Backdoor** with a confidence of **0.3356** and an uncertainty score of **0.6644**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **Protocol is not UDP** (SHAP value: 0.0220, direction: supports predicted class)
2. **sbytes = 200** (SHAP value: 0.0167, direction: supports predicted class)
3. **ct_dst_src_ltm = 7** (SHAP value: 0.0160, direction: supports predicted class)
4. **ct_dst_sport_ltm = 3** (SHAP value: 0.0147, direction: supports predicted class)
5. **ct_srv_src = 7** (SHAP value: 0.0132, direction: supports predicted class)

#### Risk and Policy
- **Stage**: Command and Control
- **Risk Score**: 2.6851
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence. It does not include additional attack behavior, causes, impacts, IP addresses, hostnames, CVEs, malware, tools, or any other remediation details.","Prediction Summary
The detector predicted Backdoor with confidence 0.3356 and uncertainty 0.6644.

Evidence
1. proto_udp: observed value=0; SHAP value=0.022014; direction=supports predicted class.
2. sbytes: observed value=200; SHAP value=0.016696; direction=supports predicted class.
3. ct_dst_src_ltm: observed value=7; SHAP value=0.016037; direction=supports predicted class.
4. ct_dst_sport_ltm: observed value=3; SHAP value=0.014688; direction=supports predicted class.
5. ct_srv_src: observed value=7; SHAP value=0.013153; direction=supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 2.6851, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report is limited to the detector prediction, policy mapping, and five supplied local SHAP contributions. It does not establish ground truth or independently confirm an incident.",evidence_contract_renderer,False,129,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
