event_id,configuration_id,prompt_version,generation_status,generation_error,true_label_evaluation_only,classification_correct_evaluation_only,report_text,input_tokens,output_tokens,generation_seconds,tokens_per_second,reached_token_limit,report_words
UNSW-OFFICIAL-1645,A3_constrained_full,2.0,success,,Exploits,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **DoS** with a confidence of **0.2897** and an uncertainty score of **0.7102**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **Protocol is not UDP** (Supports predicted class)
2. **sbytes = 180** (Supports predicted class)
3. **ct_dst_sport_ltm = 10** (Supports predicted class)
4. **smean = 90** (Supports predicted class)
5. **ct_src_ltm = 10** (Opposes predicted class)

#### Risk and Policy
- **Risk Score:** 2.0282
- **Policy Zone:** Alert
- **Recommended Action:** Raise a SOC alert and enrich the event context

#### Human Review
- **Human Review Required:** Yes
- **Confidence Threshold:** 0.7
- **Reason:** Detector confidence below the fixed 0.70 threshold.

#### Limitations
This report is limited to the detector and supplied SHAP evidence.",741,247,8.954415310000513,27.584157250797187,False,133
UNSW-OFFICIAL-1779,A3_constrained_full,2.0,success,,Fuzzers,True,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is ""Fuzzers"" with a confidence of 0.9094 and an uncertainty score of 0.0906. The recommended action is to block the suspected source and initiate investigation.

#### Evidence
1. **sloss = 3** - Supports predicted class
2. **spkts = 12** - Supports predicted class
3. **dbytes = 822** - Supports predicted class
4. **sbytes = 1046** - Supports predicted class
5. **dmean = 82** - Supports predicted class

#### Risk and Policy
- **Stage:** Exploitation
- **Risk Score:** 5.9111
- **Policy Zone:** Block

#### Recommended Action
- **Recommended Action:** Block the suspected source and initiate investigation.

#### Human Review
- **Human Review Required:** No
- **Confidence Threshold:** 0.7
- **Reason:** No mandatory confidence-based referral.

#### Limitations
- The report is limited to the detector and supplied SHAP evidence.",722,240,8.958308306999243,26.79077251811984,False,137
UNSW-OFFICIAL-1860,A3_constrained_full,2.0,success,,Backdoor,True,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Backdoor** with a confidence of **0.268** and an uncertainty score of **0.732**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **Protocol is not UDP** (Supports Predicted Class)
2. **sbytes = 200** (Supports Predicted Class)
3. **ct_dst_sport_ltm = 2** (Supports Predicted Class)
4. **smean = 100** (Supports Predicted Class)
5. **ct_dst_src_ltm = 4** (Supports Predicted Class)

#### Risk and Policy
- **Stage**: Command and Control
- **Risk Score**: 2.1474
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence. It does not include additional attack behavior, causes, impacts, IP addresses, hostnames, CVEs, malware, tools, or any remediation steps.",741,299,11.348958079999647,26.34603087722475,False,163
UNSW-OFFICIAL-2180,A3_constrained_full,2.0,success,,Shellcode,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is ""Fuzzers"" with a confidence of 0.581 and an uncertainty score of 0.419. The recommended action is to raise a SOC alert and enrich the event context.

#### Evidence
1. **smean**: 52 (supports predicted class)
2. **sbytes**: 518 (supports predicted class)
3. **dpkts**: 6 (supports predicted class)
4. **dmean**: 45 (supports predicted class)
5. **dbytes**: 268 (supports predicted class)

#### Risk and Policy
- **Stage**: Exploitation
- **Risk Score**: 3.7768
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.70
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence. It does not include additional attack behavior, causes, impacts, IP addresses, hostnames, CVEs, malware, tools, or remediation steps.",728,278,10.583058348000122,26.268399063729397,False,154
UNSW-OFFICIAL-2362,A3_constrained_full,2.0,success,,Exploits,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Backdoor** with a confidence of **0.294** and an uncertainty score of **0.706**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **Protocol is not UDP** (SHAP value: 0.023, direction: supports predicted class)
2. **sbytes = 200** (SHAP value: 0.016, direction: supports predicted class)
3. **ct_dst_sport_ltm = 3** (SHAP value: 0.013, direction: supports predicted class)
4. **ct_dst_src_ltm = 5** (SHAP value: 0.010, direction: supports predicted class)
5. **ct_srv_src = 5** (SHAP value: 0.009, direction: supports predicted class)

#### Risk and Policy
- **Stage**: Command and Control
- **Risk Score**: 2.3535
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence. It does not include additional attack behavior, causes, impacts, IP addresses, hostnames, CVEs, malware, tools, or any remediation steps.",739,353,13.180245312000807,26.782506064480327,False,183
UNSW-OFFICIAL-2491,A3_constrained_full,2.0,success,,Exploits,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Backdoor** with a confidence of **0.347** and an uncertainty score of **0.653**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **Protocol is not udp** (Observed Value: 0.0, SHAP Value: 0.03576, Direction: supports predicted class)
2. **Protocol = any** (Observed Value: 1.0, SHAP Value: 0.02672, Direction: supports predicted class)
3. **sbytes = 200** (Observed Value: 200.0, SHAP Value: 0.01963, Direction: supports predicted class)
4. **ct_srv_dst = 6** (Observed Value: 6.0, SHAP Value: 0.01602, Direction: supports predicted class)
5. **ct_dst_src_ltm = 6** (Observed Value: 6.0, SHAP Value: 0.01592, Direction: supports predicted class)

#### Risk and Policy
- **Stage**: Command and Control
- **Risk Score**: 2.7781
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence.",725,373,13.875928925000153,26.88108320647051,False,179
UNSW-OFFICIAL-2673,A3_constrained_full,2.0,success,,Fuzzers,False,"### Evidence-Grounded SOC Report

**Prediction Summary:**
The system predicts the event as **Normal** with a confidence of 82.49% and an uncertainty score of 17.51%. The recommended action is to log the event and continue monitoring.

**Evidence:**
1. **sbytes**: sbytes = 1064 (supports predicted class)
2. **ct_srv_src**: ct_srv_src = 36 (supports predicted class)
3. **ct_srv_dst**: ct_srv_dst = 36 (supports predicted class)
4. **ct_dst_src_ltm**: ct_dst_src_ltm = 36 (supports predicted class)
5. **smean**: smean = 532 (supports predicted class)

**Risk and Policy:**
- **Risk Score**: 0.0
- **Policy Zone**: Monitor
- **Recommended Action**: Log the event and continue monitoring

**Human Review:**
- **Required**: No
- **Confidence Threshold**: 0.7
- **Reason**: No mandatory confidence-based referral

**Limitations:**
- The report is limited to the detector and supplied SHAP evidence.",729,245,8.626591207999809,28.40055754268279,False,124
UNSW-OFFICIAL-2751,A3_constrained_full,2.0,success,,DoS,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Reconnaissance** with a confidence of **0.365** and an uncertainty score of **0.635**. The recommended action is to **Log the event and continue monitoring**.

#### Evidence
1. **service_-**: An application service is identified (0.03278)
2. **sbytes**: sbytes = 470 (0.02434)
3. **service_http**: Service = http (0.02371)
4. **ct_dst_src_ltm**: ct_dst_src_ltm = 1 (0.01421)
5. **sttl**: sttl = 254 (0.01384)

#### Risk and Policy
- **Stage**: Reconnaissance
- **Risk Score**: 1.0957
- **Policy Zone**: Monitor
- **Recommended Action**: Log the event and continue monitoring

#### Recommended Action
- **Human Review**: Required
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- The report is limited to the detector and supplied SHAP evidence.",725,270,10.359314437999274,26.06350078626882,False,126
UNSW-OFFICIAL-2840,A3_constrained_full,2.0,success,,Analysis,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **DoS** with a confidence of **0.3077955695407662** and an uncertainty score of **0.6922044304592339**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **Protocol is not UDP** (Supports predicted class, SHAP value: 0.0232558883726596, Direction: supports predicted class)
2. **spkts = 4** (Supports predicted class, SHAP value: 0.012884072959423, Direction: supports predicted class)
3. **sbytes = 360** (Supports predicted class, SHAP value: 0.0125517211854457, Direction: supports predicted class)
4. **dur = 1.00765** (Supports predicted class, SHAP value: 0.0119817657396197, Direction: supports predicted class)
5. **rate = 2.97722** (Supports predicted class, SHAP value: 0.0113654797896742, Direction: supports predicted class)

#### Risk and Policy
- **Stage**: Impact / Availability
- **Risk Score**: 2.1546
- **Policy Zone**: Alert
- **Recommended Action**: Raise a SOC alert and enrich the event context

#### Human Review
- **Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
This report is limited to the",752,420,15.598926297000617,26.92493008834577,True,166
UNSW-OFFICIAL-2842,A3_constrained_full,2.0,success,,DoS,True,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **DoS** with a confidence of **0.3077955695407662** and an uncertainty score of **0.6922044304592339**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **Protocol is not UDP** (Supports predicted class, SHAP value: 0.0232558883726596, Direction: supports predicted class)
2. **spkts = 4** (Supports predicted class, SHAP value: 0.012884072959423, Direction: supports predicted class)
3. **sbytes = 360** (Supports predicted class, SHAP value: 0.0125517211854457, Direction: supports predicted class)
4. **dur = 1.00765** (Supports predicted class, SHAP value: 0.0119817657396197, Direction: supports predicted class)
5. **rate = 2.97722** (Supports predicted class, SHAP value: 0.0113654797896742, Direction: supports predicted class)

#### Risk and Policy
- **Stage**: Impact / Availability
- **Risk Score**: 2.1546
- **Policy Zone**: Alert
- **Recommended Action**: Raise a SOC alert and enrich the event context

#### Human Review
- **Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
This report is limited to the",752,420,15.567105355999956,26.979967720082357,True,166
UNSW-OFFICIAL-2854,A3_constrained_full,2.0,success,,Worms,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is ""Generic"" with a confidence of 0.3215 and an uncertainty score of 0.6785. The recommended action is to raise a SOC alert and enrich the event context.

#### Evidence
1. **sbytes**: sbytes = 92, SHAP value = 0.0636, direction = supports predicted class
2. **ct_src_ltm**: ct_src_ltm = 19, SHAP value = 0.0568, direction = supports predicted class
3. **smean**: smean = 46, SHAP value = 0.0327, direction = supports predicted class
4. **service_dns**: Service is not dns, SHAP value = -0.0278, direction = opposes predicted class
5. **sload**: sload = 7.36e+07, SHAP value = 0.0269, direction = supports predicted class

#### Risk and Policy
- **Stage**: Exploitation
- **Risk Score**: 2.0898
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Decision**: Required
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- The report is limited to the detector and supplied SHAP evidence.",738,333,12.41117634999955,26.830655741992746,False,175
UNSW-OFFICIAL-2866,A3_constrained_full,2.0,success,,Exploits,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Backdoor** with a confidence of **0.318** and an uncertainty score of **0.682**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **Protocol is not UDP** (SHAP value: 0.021, direction: supports predicted class)
2. **sbytes = 200** (SHAP value: 0.016, direction: supports predicted class)
3. **ct_dst_sport_ltm = 3** (SHAP value: 0.015, direction: supports predicted class)
4. **ct_src_dport_ltm = 3** (SHAP value: 0.012, direction: supports predicted class)
5. **ct_dst_src_ltm = 4** (SHAP value: 0.009, direction: supports predicted class)

#### Risk and Policy
- **Stage**: Command and Control
- **Risk Score**: 2.5451
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence. It does not include additional attack behavior, causes, impacts, IP addresses, hostnames, CVEs, malware, tools, or any remediation steps.",749,356,13.376209548000588,26.614415595277002,False,183
UNSW-OFFICIAL-2899,A3_constrained_full,2.0,success,,Shellcode,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Reconnaissance** with a confidence of **0.3208** and an uncertainty score of **0.6792**. The recommended action is to **Log the event and continue monitoring**.

#### Evidence
1. **smean**: The mean size of the payload is **54** bytes, which is **opposed** to the predicted class.
2. **dmean**: The mean size of the data transferred is **44** bytes, which is **supports** the predicted class.
3. **sbytes**: The size of the payload is **542** bytes, which is **opposed** to the predicted class.
4. **ct_dst_src_ltm**: The number of connections to the destination is **1**, which is **supports** the predicted class.
5. **dbytes**: The size of the data transferred is **354** bytes, which is **supports** the predicted class.

#### Risk and Policy
- **Stage**: Reconnaissance
- **Risk Score**: 0.9625
- **Policy Zone**: Monitor

#### Recommended Action
- **Recommended Action**: Log the event and continue monitoring.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.70
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence. It does not include additional details such as attack behavior, causes, impacts, IP addresses, hostnames, CVEs, malware, tools, or any remediation steps.",734,356,13.329868238000017,26.70694065715787,False,209
UNSW-OFFICIAL-2905,A3_constrained_full,2.0,success,,Fuzzers,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is **Backdoor** with a confidence of **0.4604** and an uncertainty score of **0.5396**. The recommended action is to **Raise a SOC alert and enrich the event context**.

#### Evidence
1. **ct_src_ltm**: **11** (supports predicted class)
2. **proto_udp**: **0.0** (supports predicted class)
3. **ct_dst_sport_ltm**: **2** (supports predicted class)
4. **sbytes**: **200** (supports predicted class)
5. **ct_srv_dst**: **5** (supports predicted class)

#### Risk and Policy
- **Stage**: Command and Control
- **Risk Score**: 3.6833
- **Policy Zone**: Alert

#### Recommended Action
- **Recommended Action**: Raise a SOC alert and enrich the event context.

#### Human Review
- **Human Review Required**: Yes
- **Confidence Threshold**: 0.7
- **Reason**: Detector confidence below the fixed 0.70 threshold.

#### Limitations
- **Report Limitations**: This report is limited to the detector and supplied SHAP evidence. It does not include additional attack behavior, causes, impacts, IP addresses, hostnames, CVEs, malware, tools, or any remediation steps.",737,293,11.3612584170005,25.78939667119686,False,157
UNSW-OFFICIAL-2942,A3_constrained_full,2.0,success,,Fuzzers,False,"### Evidence-Grounded SOC Report

#### Prediction Summary
The predicted label is ""DoS"" with a confidence of 0.275 and an uncertainty score of 0.725. The recommended action is to log the event and continue monitoring.

#### Evidence
1. **Protocol is not UDP** (Supports predicted class)
2. **sbytes = 200** (Supports predicted class)
3. **ct_dst_sport_ltm = 2** (Supports predicted class)
4. **smean = 100** (Supports predicted class)
5. **ct_dst_src_ltm = 3** (Supports predicted class)

#### Risk and Policy
- **Risk Score:** 1.9258
- **Policy Zone:** Monitor
- **Recommended Action:** Log the event and continue monitoring

#### Human Review
- **Required:** Yes
- **Confidence Threshold:** 0.7
- **Reason:** Detector confidence below the fixed 0.70 threshold.

#### Limitations
This report is limited to the detector and supplied SHAP evidence.",735,233,9.009158078999462,25.862572057995955,False,125
