event_id,configuration_id,true_label_evaluation_only,predicted_label,classification_correct_evaluation_only,core_structure_pass,strict_structure_pass,headings_exactly_once,heading_order_correct,all_sections_nonempty,extra_title_present,predicted_label_present,confidence_present,uncertainty_present,stage_present,risk_score_present,policy_zone_present,recommended_action_exact,recommended_action_token_coverage,human_review_pass,prediction_contract_pass,feature_name_hits,observed_value_hits,shap_value_hits,direction_hits,feature_name_coverage,observed_value_coverage,shap_value_coverage,direction_coverage,no_shap_sentence_present,evidence_contract_pass,prediction_framing_present,unexpected_true_label_assertion,misclassification_honesty_pass,overclaim_flag,unsupported_risk_language_flag,unsupported_indicator_flag,automatic_unsupported_claim_flag,reached_token_limit,report_words,input_tokens,output_tokens,generation_seconds,report_text,source_file
UNSW-OFFICIAL-1645,A0_deterministic_template,Exploits,DoS,False,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,True,False,False,False,False,False,115,,,,"Prediction Summary
The detector predicted DoS with confidence 0.2897.

Evidence
- Protocol is not udp; SHAP=0.025444; supports predicted class.
- sbytes = 180; SHAP=0.020385; supports predicted class.
- ct_dst_sport_ltm = 10; SHAP=0.011988; supports predicted class.
- smean = 90; SHAP=0.011698; supports predicted class.
- ct_src_ltm = 10; SHAP=-0.010283; opposes predicted class.

Risk and Policy
The predicted operational stage is Impact / Availability. The confidence-weighted risk score is 2.0282, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-1779,A0_deterministic_template,Fuzzers,Fuzzers,True,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,,False,False,False,False,False,107,,,,"Prediction Summary
The detector predicted Fuzzers with confidence 0.9094.

Evidence
- sloss = 3; SHAP=0.070818; supports predicted class.
- spkts = 12; SHAP=0.066586; supports predicted class.
- dbytes = 822; SHAP=0.063493; supports predicted class.
- sbytes = 1046; SHAP=0.060234; supports predicted class.
- dmean = 82; SHAP=0.055128; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 5.9111, corresponding to the Block policy zone.

Recommended Action
Block the suspected source and initiate investigation.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-1860,A0_deterministic_template,Backdoor,Backdoor,True,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,,False,False,False,False,False,115,,,,"Prediction Summary
The detector predicted Backdoor with confidence 0.2684.

Evidence
- Protocol is not udp; SHAP=0.022765; supports predicted class.
- sbytes = 200; SHAP=0.015549; supports predicted class.
- ct_dst_sport_ltm = 2; SHAP=0.010563; supports predicted class.
- smean = 100; SHAP=0.007614; supports predicted class.
- ct_dst_src_ltm = 4; SHAP=0.007161; supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 2.1474, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-2180,A0_deterministic_template,Shellcode,Fuzzers,False,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,True,False,False,False,False,False,112,,,,"Prediction Summary
The detector predicted Fuzzers with confidence 0.5810.

Evidence
- smean = 52; SHAP=0.035399; supports predicted class.
- sbytes = 518; SHAP=0.031295; supports predicted class.
- dpkts = 6; SHAP=0.031254; supports predicted class.
- dmean = 45; SHAP=0.030894; supports predicted class.
- dbytes = 268; SHAP=0.028907; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 3.7768, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-2362,A0_deterministic_template,Exploits,Backdoor,False,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,True,False,False,False,False,False,115,,,,"Prediction Summary
The detector predicted Backdoor with confidence 0.2942.

Evidence
- Protocol is not udp; SHAP=0.023358; supports predicted class.
- sbytes = 200; SHAP=0.016420; supports predicted class.
- ct_dst_sport_ltm = 3; SHAP=0.013386; supports predicted class.
- ct_dst_src_ltm = 5; SHAP=0.010251; supports predicted class.
- ct_srv_src = 5; SHAP=0.008642; supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 2.3535, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-2491,A0_deterministic_template,Exploits,Backdoor,False,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,True,False,False,False,False,False,115,,,,"Prediction Summary
The detector predicted Backdoor with confidence 0.3473.

Evidence
- Protocol is not udp; SHAP=0.035764; supports predicted class.
- Protocol = any; SHAP=0.026722; supports predicted class.
- sbytes = 200; SHAP=0.019626; supports predicted class.
- ct_srv_dst = 6; SHAP=0.016017; supports predicted class.
- ct_dst_src_ltm = 6; SHAP=0.015918; supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 2.7781, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-2673,A0_deterministic_template,Fuzzers,Normal,False,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,True,False,False,False,False,False,106,,,,"Prediction Summary
The detector predicted Normal with confidence 0.8249.

Evidence
- sbytes = 1064; SHAP=0.087794; supports predicted class.
- ct_srv_src = 36; SHAP=0.084738; supports predicted class.
- ct_srv_dst = 36; SHAP=0.079077; supports predicted class.
- ct_dst_src_ltm = 36; SHAP=0.077483; supports predicted class.
- smean = 532; SHAP=0.060249; supports predicted class.

Risk and Policy
The predicted operational stage is Normal. The confidence-weighted risk score is 0.0000, corresponding to the Monitor policy zone.

Recommended Action
Log the event and continue monitoring.

Human Review
No mandatory confidence-based referral.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-2751,A0_deterministic_template,DoS,Reconnaissance,False,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,True,False,False,False,False,False,111,,,,"Prediction Summary
The detector predicted Reconnaissance with confidence 0.3652.

Evidence
- An application service is identified; SHAP=0.032781; supports predicted class.
- sbytes = 470; SHAP=0.024343; supports predicted class.
- Service = http; SHAP=0.023715; supports predicted class.
- ct_dst_src_ltm = 1; SHAP=0.014210; supports predicted class.
- sttl = 254; SHAP=0.013844; supports predicted class.

Risk and Policy
The predicted operational stage is Reconnaissance. The confidence-weighted risk score is 1.0957, corresponding to the Monitor policy zone.

Recommended Action
Log the event and continue monitoring.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-2840,A0_deterministic_template,Analysis,DoS,False,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,True,False,False,False,False,False,115,,,,"Prediction Summary
The detector predicted DoS with confidence 0.3078.

Evidence
- Protocol is not udp; SHAP=0.023256; supports predicted class.
- spkts = 4; SHAP=0.012884; supports predicted class.
- sbytes = 360; SHAP=0.012552; supports predicted class.
- dur = 1.00765; SHAP=0.011982; supports predicted class.
- rate = 2.97722; SHAP=0.011365; supports predicted class.

Risk and Policy
The predicted operational stage is Impact / Availability. The confidence-weighted risk score is 2.1546, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-2842,A0_deterministic_template,DoS,DoS,True,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,,False,False,False,False,False,115,,,,"Prediction Summary
The detector predicted DoS with confidence 0.3078.

Evidence
- Protocol is not udp; SHAP=0.023256; supports predicted class.
- spkts = 4; SHAP=0.012884; supports predicted class.
- sbytes = 360; SHAP=0.012552; supports predicted class.
- dur = 1.00765; SHAP=0.011982; supports predicted class.
- rate = 2.97722; SHAP=0.011365; supports predicted class.

Risk and Policy
The predicted operational stage is Impact / Availability. The confidence-weighted risk score is 2.1546, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-2854,A0_deterministic_template,Worms,Generic,False,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,True,False,False,False,False,False,113,,,,"Prediction Summary
The detector predicted Generic with confidence 0.3215.

Evidence
- sbytes = 92; SHAP=0.063563; supports predicted class.
- ct_src_ltm = 19; SHAP=0.056839; supports predicted class.
- smean = 46; SHAP=0.032682; supports predicted class.
- Service is not dns; SHAP=-0.027845; opposes predicted class.
- sload = 7.36e+07; SHAP=0.026977; supports predicted class.

Risk and Policy
The predicted operational stage is Exploitation. The confidence-weighted risk score is 2.0898, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-2866,A0_deterministic_template,Exploits,Backdoor,False,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,True,False,False,False,False,False,115,,,,"Prediction Summary
The detector predicted Backdoor with confidence 0.3181.

Evidence
- Protocol is not udp; SHAP=0.021064; supports predicted class.
- sbytes = 200; SHAP=0.016082; supports predicted class.
- ct_dst_sport_ltm = 3; SHAP=0.015327; supports predicted class.
- ct_src_dport_ltm = 3; SHAP=0.012274; supports predicted class.
- ct_dst_src_ltm = 4; SHAP=0.009562; supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 2.5451, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-2899,A0_deterministic_template,Shellcode,Reconnaissance,False,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,True,False,False,False,False,False,109,,,,"Prediction Summary
The detector predicted Reconnaissance with confidence 0.3208.

Evidence
- smean = 54; SHAP=-0.038280; opposes predicted class.
- dmean = 44; SHAP=0.027903; supports predicted class.
- sbytes = 542; SHAP=-0.025288; opposes predicted class.
- ct_dst_src_ltm = 1; SHAP=0.022325; supports predicted class.
- dbytes = 354; SHAP=0.021978; supports predicted class.

Risk and Policy
The predicted operational stage is Reconnaissance. The confidence-weighted risk score is 0.9625, corresponding to the Monitor policy zone.

Recommended Action
Log the event and continue monitoring.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-2905,A0_deterministic_template,Fuzzers,Backdoor,False,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,True,False,False,False,False,False,115,,,,"Prediction Summary
The detector predicted Backdoor with confidence 0.4604.

Evidence
- ct_src_ltm = 11; SHAP=0.072963; supports predicted class.
- Protocol is not udp; SHAP=0.026055; supports predicted class.
- ct_dst_sport_ltm = 2; SHAP=0.025786; supports predicted class.
- sbytes = 200; SHAP=0.022590; supports predicted class.
- ct_srv_dst = 5; SHAP=0.018783; supports predicted class.

Risk and Policy
The predicted operational stage is Command and Control. The confidence-weighted risk score is 3.6833, corresponding to the Alert policy zone.

Recommended Action
Raise a SOC alert and enrich the event context.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
UNSW-OFFICIAL-2942,A0_deterministic_template,Fuzzers,DoS,False,True,True,True,True,True,False,True,True,False,True,True,True,True,1.0,True,False,5,5,5,5,1.0,1.0,1.0,1.0,False,True,True,False,True,False,False,False,False,False,112,,,,"Prediction Summary
The detector predicted DoS with confidence 0.2751.

Evidence
- Protocol is not udp; SHAP=0.021611; supports predicted class.
- sbytes = 200; SHAP=0.017289; supports predicted class.
- ct_dst_sport_ltm = 2; SHAP=0.010038; supports predicted class.
- smean = 100; SHAP=0.009639; supports predicted class.
- ct_dst_src_ltm = 3; SHAP=0.007137; supports predicted class.

Risk and Policy
The predicted operational stage is Impact / Availability. The confidence-weighted risk score is 1.9258, corresponding to the Monitor policy zone.

Recommended Action
Log the event and continue monitoring.

Human Review
Detector confidence below the fixed 0.70 threshold.

Limitations
This report describes the detector output and supplied evidence. It does not establish that the predicted class is ground truth.",/content/drive/MyDrive/UNSW_NB15_Project/results/08_generated_reports/01_qwen_ablation/template_baseline/class_balanced_template_reports.csv
